uid,site_id,class_code,taxon_rank,utm_zone,nlcd_class,elevation,growth_form,plant_status,stem_diameter,tree_height,max_crown_diameter,ninety_crown_ciameter,canopy_position,rgb_path,hsi_path,las_path,chm_path,xmin,ymin,xmax,ymax,width,height,class_id,scientific_name,common_name
MLBS01647,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,Live,33.5,12.0,10.0,7.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,116.0,90.0,157.0,129.0,200,200,30.0,Quercus rubra L.,
MLBS01685A,MLBS,QURU,species,17N,deciduousForest,1267.66,multi-bole tree,Live,32.1,13.5,12.8,8.1,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,38.0,108.0,101.0,179.0,200,200,30.0,Quercus rubra L.,
MLBS01710,MLBS,QURU,species,17N,deciduousForest,1267.66,multi-bole tree,Live,29.3,17.3,9.0,6.3,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,107.0,21.0,155.0,60.0,200,200,30.0,Quercus rubra L.,
MLBS01645,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,"Live, insect damaged",35.9,11.8,9.1,5.5,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,84.0,128.0,155.0,196.0,200,200,30.0,Quercus rubra L.,
MLBS01696,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,No longer qualifies,44.2,17.2,10.6,9.3,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,106.0,126.0,199.0,190.0,200,200,30.0,Quercus rubra L.,
MLBS01696,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,44.2,17.2,10.6,9.3,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,106.0,126.0,199.0,190.0,200,200,30.0,Quercus rubra L.,
MLBS01714,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,39.8,15.1,10.8,6.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,94.0,52.0,153.0,112.0,200,200,30.0,Quercus rubra L.,
MLBS01684,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,35.8,16.5,5.9,5.2,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,17.0,160.0,75.0,200.0,200,200,30.0,Quercus rubra L.,
MLBS01689,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,21.5,15.8,5.8,4.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,100.0,95.0,157.0,165.0,200,200,30.0,Quercus rubra L.,
MLBS01651,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,"Live, insect damaged",24.9,10.7,7.5,5.2,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,154.0,63.0,199.0,114.0,200,200,30.0,Quercus rubra L.,
MLBS01636,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,"Live, insect damaged",28.5,12.5,8.0,3.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,4.0,44.0,76.0,131.0,200,200,30.0,Quercus rubra L.,
MLBS01679,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,Standing dead,30.0,12.1,5.9,4.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,0.0,2.0,39.0,46.0,200,200,30.0,Quercus rubra L.,
MLBS01723,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,34.6,16.6,13.3,8.8,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,15.0,34.0,68.0,95.0,200,200,30.0,Quercus rubra L.,
MLBS01692,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,"Live, insect damaged",21.7,12.5,6.3,4.4,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,76.0,178.0,105.0,200.0,200,200,30.0,Quercus rubra L.,
MLBS01637,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,"Live, insect damaged",25.6,13.5,6.9,5.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,67.0,75.0,94.0,105.0,200,200,30.0,Quercus rubra L.,
MLBS01648,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,Live,24.7,12.0,7.5,4.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,91.0,66.0,144.0,112.0,200,200,30.0,Quercus rubra L.,
MLBS01641,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,Live,40.3,12.5,10.2,9.9,Full sun,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,48.0,128.0,90.0,190.0,200,200,30.0,Quercus rubra L.,
MLBS01702,MLBS,QURU,species,17N,deciduousForest,1267.66,single bole tree,Live,30.4,16.1,7.0,6.0,Full sun,data/train/RemoteSensing/RGB/MLBS_11.tif,data/train/RemoteSensing/HSI/MLBS_11.tif,data/train/RemoteSensing/LAS/MLBS_11.las,data/train/RemoteSensing/CHM/MLBS_11.tif,145.0,96.0,183.0,127.0,200,200,30.0,Quercus rubra L.,
MLBS01674,MLBS,QURU,species,17N,deciduousForest,1310.19,single bole tree,"Live, insect damaged",20.2,10.8,3.5,3.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_1.tif,data/train/RemoteSensing/HSI/MLBS_1.tif,data/train/RemoteSensing/LAS/MLBS_1.las,data/train/RemoteSensing/CHM/MLBS_1.tif,51.0,13.0,99.0,56.0,200,200,30.0,Quercus rubra L.,
MLBS01846,MLBS,QURU,species,17N,deciduousForest,807.66,single bole tree,Live,31.9,23.3,15.5,11.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,160.0,4.0,195.0,40.0,200,200,30.0,Quercus rubra L.,
MLBS01866,MLBS,QURU,species,17N,deciduousForest,812.6,single bole tree,Live,39.1,26.9,12.3,9.9,Full sun,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,27.0,85.0,69.0,149.0,200,200,30.0,Quercus rubra L.,
MLBS01730,MLBS,QURU,species,17N,deciduousForest,897.62,single bole tree,Live,41.6,22.8,13.0,11.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_10.tif,data/train/RemoteSensing/HSI/MLBS_10.tif,data/train/RemoteSensing/LAS/MLBS_10.las,data/train/RemoteSensing/CHM/MLBS_10.tif,0.0,103.0,70.0,196.0,200,200,30.0,Quercus rubra L.,
MLBS01820,MLBS,QURU,species,17N,deciduousForest,812.6,single bole tree,Live,27.0,20.9,10.0,7.2,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,0.0,101.0,16.0,146.0,200,200,30.0,Quercus rubra L.,
MLBS01867,MLBS,QURU,species,17N,deciduousForest,812.6,single bole tree,Live,40.8,28.0,12.7,9.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,15.0,64.0,70.0,148.0,200,200,30.0,Quercus rubra L.,
MLBS01862,MLBS,QURU,species,17N,deciduousForest,807.66,single bole tree,Live,46.3,26.8,13.7,8.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_13.tif,data/train/RemoteSensing/HSI/MLBS_13.tif,data/train/RemoteSensing/LAS/MLBS_13.las,data/train/RemoteSensing/CHM/MLBS_13.tif,59.0,4.0,101.0,70.0,200,200,30.0,Quercus rubra L.,
MLBS02135,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",13.9,8.3,2.6,1.5,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,178.0,85.0,200.0,158.0,200,200,30.0,Quercus rubra L.,
MLBS02144A,MLBS,QURU,species,17N,deciduousForest,1319.11,multi-bole tree,Standing dead,10.3,5.2,1.8,1.2,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,140.0,133.0,189.0,171.0,200,200,30.0,Quercus rubra L.,
MLBS02128,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",32.3,7.7,6.8,3.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,163.0,162.0,200.0,198.0,200,200,30.0,Quercus rubra L.,
MLBS02110A,MLBS,QURU,species,17N,deciduousForest,1319.11,multi-bole tree,"Live, insect damaged",18.1,9.2,6.1,4.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,136.0,68.0,192.0,117.0,200,200,30.0,Quercus rubra L.,
MLBS02149,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",27.5,8.9,7.8,7.6,Full sun,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,82.0,109.0,146.0,159.0,200,200,30.0,Quercus rubra L.,
MLBS02109A,MLBS,QURU,species,17N,deciduousForest,1319.11,multi-bole tree,Standing dead,12.3,8.6,5.5,3.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,133.0,57.0,161.0,89.0,200,200,30.0,Quercus rubra L.,
MLBS02001,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",11.8,10.1,7.4,3.8,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,112.0,155.0,161.0,197.0,200,200,30.0,Quercus rubra L.,
MLBS01961,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,Live,16.3,7.4,5.9,3.3,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,4.0,27.0,29.0,50.0,200,200,30.0,Quercus rubra L.,
MLBS01965,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",27.5,13.9,8.6,6.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,59.0,15.0,98.0,47.0,200,200,30.0,Quercus rubra L.,
MLBS02019A,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,Standing dead,12.3,10.6,5.8,2.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,10.0,3.0,63.0,47.0,200,200,30.0,Quercus rubra L.,
MLBS02016,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,"Live, insect damaged",19.1,9.3,4.5,2.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,6.0,49.0,64.0,114.0,200,200,30.0,Quercus rubra L.,
MLBS02020,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,Live,36.8,11.3,14.1,13.3,Full sun,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,26.0,9.0,134.0,94.0,200,200,30.0,Quercus rubra L.,
MLBS02011A,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,"Live, insect damaged",18.1,7.5,6.7,6.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,2.0,69.0,35.0,145.0,200,200,30.0,Quercus rubra L.,
MLBS02047A,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,"Live, insect damaged",16.0,7.2,6.7,3.4,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,115.0,144.0,144.0,194.0,200,200,30.0,Quercus rubra L.,
MLBS02030B,MLBS,QURU,species,17N,deciduousForest,1288.96,multi-bole tree,"Live, insect damaged",20.3,9.5,9.8,8.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,129.0,40.0,199.0,114.0,200,200,30.0,Quercus rubra L.,
MLBS02107,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",25.4,8.6,5.5,4.5,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,105.0,62.0,130.0,92.0,200,200,30.0,Quercus rubra L.,
MLBS02113,MLBS,QURU,species,17N,deciduousForest,1319.11,multi-bole tree,"Live, insect damaged",31.4,8.7,7.7,6.4,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,122.0,1.0,159.0,53.0,200,200,30.0,Quercus rubra L.,
MLBS02096,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",17.9,8.4,2.9,1.9,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,48.0,43.0,124.0,98.0,200,200,30.0,Quercus rubra L.,
MLBS02084,MLBS,QURU,species,17N,deciduousForest,1319.11,multi-bole tree,Live,23.0,6.6,5.5,3.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,1.0,97.0,15.0,132.0,200,200,30.0,Quercus rubra L.,
MLBS01975,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live,  other damage",23.4,12.7,6.4,4.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_14.tif,data/train/RemoteSensing/HSI/MLBS_14.tif,data/train/RemoteSensing/LAS/MLBS_14.las,data/train/RemoteSensing/CHM/MLBS_14.tif,101.0,0.0,188.0,73.0,200,200,30.0,Quercus rubra L.,
MLBS02093,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",21.3,8.2,6.3,4.4,Full sun,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,1.0,0.0,46.0,40.0,200,200,30.0,Quercus rubra L.,
MLBS01987,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",18.3,12.9,6.9,2.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,189.0,95.0,200.0,133.0,200,200,30.0,Quercus rubra L.,
MLBS02150,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",14.0,8.5,2.9,2.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,83.0,94.0,99.0,115.0,200,200,30.0,Quercus rubra L.,
MLBS02000,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",42.6,13.2,9.2,9.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,124.0,91.0,186.0,155.0,200,200,30.0,Quercus rubra L.,
MLBS01974,MLBS,QURU,species,17N,deciduousForest,1285.2,multi-bole tree,"Live, insect damaged",32.1,14.3,8.3,7.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,172.0,18.0,200.0,59.0,200,200,30.0,Quercus rubra L.,
MLBS01967,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,Live,22.0,12.1,4.3,3.3,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,73.0,0.0,121.0,25.0,200,200,30.0,Quercus rubra L.,
MLBS01953,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",36.7,12.7,8.1,7.9,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,45.0,90.0,123.0,157.0,200,200,30.0,Quercus rubra L.,
MLBS01954,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",41.1,11.1,8.7,6.0,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,80.0,151.0,133.0,197.0,200,200,30.0,Quercus rubra L.,
MLBS02009,MLBS,QURU,species,17N,deciduousForest,1288.96,single bole tree,"Live, insect damaged",45.9,8.5,9.6,6.7,Partially shaded,data/train/RemoteSensing/RGB/MLBS_17.tif,data/train/RemoteSensing/HSI/MLBS_17.tif,data/train/RemoteSensing/LAS/MLBS_17.las,data/train/RemoteSensing/CHM/MLBS_17.tif,48.0,112.0,107.0,173.0,200,200,30.0,Quercus rubra L.,
MLBS02147,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,"Live, insect damaged",20.7,7.5,6.5,4.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,110.0,155.0,133.0,182.0,200,200,30.0,Quercus rubra L.,
MLBS02085,MLBS,QURU,species,17N,deciduousForest,1319.11,single bole tree,Live,14.5,7.2,2.8,1.6,Partially shaded,data/train/RemoteSensing/RGB/MLBS_21.tif,data/train/RemoteSensing/HSI/MLBS_21.tif,data/train/RemoteSensing/LAS/MLBS_21.las,data/train/RemoteSensing/CHM/MLBS_21.tif,3.0,122.0,30.0,150.0,200,200,30.0,Quercus rubra L.,
MLBS01992,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,"Live, insect damaged",31.2,14.2,8.0,7.3,Full sun,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,106.0,49.0,165.0,111.0,200,200,30.0,Quercus rubra L.,
MLBS01971,MLBS,QURU,species,17N,deciduousForest,1285.2,single bole tree,Live,25.0,14.2,6.8,6.8,Partially shaded,data/train/RemoteSensing/RGB/MLBS_16.tif,data/train/RemoteSensing/HSI/MLBS_16.tif,data/train/RemoteSensing/LAS/MLBS_16.las,data/train/RemoteSensing/CHM/MLBS_16.tif,121.0,0.0,174.0,50.0,200,200,30.0,Quercus rubra L.,
MLBS02187,MLBS,QURU,species,17N,deciduousForest,978.65,single bole tree,Live,31.0,24.1,8.1,6.2,Partially shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,114.0,151.0,169.0,198.0,200,200,30.0,Quercus rubra L.,
MLBS02199,MLBS,QURU,species,17N,deciduousForest,978.65,single bole tree,Live,33.7,23.9,8.4,7.5,Partially shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,167.0,143.0,197.0,197.0,200,200,30.0,Quercus rubra L.,
MLBS02151,MLBS,QURU,species,17N,deciduousForest,978.65,single bole tree,Live,31.8,26.4,7.5,7.1,Partially shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,0.0,152.0,5.0,198.0,200,200,30.0,Quercus rubra L.,
MLBS02191,MLBS,QURU,species,17N,deciduousForest,978.65,single bole tree,Standing dead,12.0,13.8,0.7,0.4,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,85.0,126.0,110.0,162.0,200,200,30.0,Quercus rubra L.,
MLBS02159,MLBS,QURU,species,17N,deciduousForest,978.65,single bole tree,Live,38.9,25.5,7.7,6.9,Partially shaded,data/train/RemoteSensing/RGB/MLBS_22.tif,data/train/RemoteSensing/HSI/MLBS_22.tif,data/train/RemoteSensing/LAS/MLBS_22.las,data/train/RemoteSensing/CHM/MLBS_22.tif,37.0,112.0,79.0,150.0,200,200,30.0,Quercus rubra L.,
MLBS02244,MLBS,QURU,species,17N,deciduousForest,819.79,single bole tree,Live,15.8,15.5,5.2,4.6,Mostly shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,34.0,3.0,85.0,8.0,200,200,30.0,Quercus rubra L.,
MLBS02200,MLBS,QURU,species,17N,deciduousForest,792.64,single bole tree,Live,34.8,24.4,11.6,11.4,Partially shaded,data/train/RemoteSensing/RGB/MLBS_24.tif,data/train/RemoteSensing/HSI/MLBS_24.tif,data/train/RemoteSensing/LAS/MLBS_24.las,data/train/RemoteSensing/CHM/MLBS_24.tif,10.0,130.0,67.0,200.0,200,200,30.0,Quercus rubra L.,
MLBS02201,MLBS,QURU,species,17N,deciduousForest,792.64,single bole tree,Live,44.7,25.8,17.8,13.9,Partially shaded,data/train/RemoteSensing/RGB/MLBS_24.tif,data/train/RemoteSensing/HSI/MLBS_24.tif,data/train/RemoteSensing/LAS/MLBS_24.las,data/train/RemoteSensing/CHM/MLBS_24.tif,4.0,185.0,74.0,200.0,200,200,30.0,Quercus rubra L.,
MLBS02227,MLBS,QURU,species,17N,deciduousForest,819.79,multi-bole tree,Live,18.8,19.7,6.3,4.2,Partially shaded,data/train/RemoteSensing/RGB/MLBS_18.tif,data/train/RemoteSensing/HSI/MLBS_18.tif,data/train/RemoteSensing/LAS/MLBS_18.las,data/train/RemoteSensing/CHM/MLBS_18.tif,9.0,137.0,48.0,173.0,200,200,30.0,Quercus rubra L.,
